주차장명,시간대,요일,입차대수,출차대수,시간대별 차량대수
울산대공원 남문 주차장,2023-12-28 02:00:00,Thursday,0,0,33
울산대공원 남문 주차장,2023-12-28 03:00:00,Thursday,0,0,33
울산대공원 남문 주차장,2023-12-28 04:00:00,Thursday,0,0,33
울산대공원 남문 주차장,2023-12-28 05:00:00,Thursday,1,1,33
울산대공원 남문 주차장,2023-12-28 06:00:00,Thursday,0,0,33
울산대공원 남문 주차장,2023-12-28 07:00:00,Thursday,8,5,36
울산대공원 남문 주차장,2023-12-28 08:00:00,Thursday,10,1,45
울산대공원 남문 주차장,2023-12-28 09:00:00,Thursday,32,12,65
울산대공원 남문 주차장,2023-12-28 10:00:00,Thursday,27,10,82
울산대공원 남문 주차장,2023-12-28 11:00:00,Thursday,32,37,77
울산대공원 남문 주차장,2023-12-28 12:00:00,Thursday,28,20,85
울산대공원 남문 주차장,2023-12-28 13:00:00,Thursday,42,25,102
울산대공원 남문 주차장,2023-12-28 14:00:00,Thursday,52,38,116
울산대공원 남문 주차장,2023-12-28 15:00:00,Thursday,30,39,107
울산대공원 남문 주차장,2023-12-28 16:00:00,Thursday,11,58,60
울산대공원 남문 주차장,2023-12-28 17:00:00,Thursday,5,28,37
울산대공원 남문 주차장,2023-12-28 18:00:00,Thursday,5,7,35
울산대공원 남문 주차장,2023-12-28 19:00:00,Thursday,5,2,38
울산대공원 남문 주차장,2023-12-28 20:00:00,Thursday,2,3,37
울산대공원 남문 주차장,2023-12-28 21:00:00,Thursday,4,5,36
울산대공원 남문 주차장,2023-12-28 22:00:00,Thursday,0,3,33
울산대공원 남문 주차장,2023-12-28 23:00:00,Thursday,1,0,34
울산대공원 남문 주차장,2023-12-29 00:00:00,Friday,1,0,35
울산대공원 남문 주차장,2023-12-29 01:00:00,Friday,0,1,34
울산대공원 남문 주차장,2023-12-29 02:00:00,Friday,0,0,34
울산대공원 남문 주차장,2023-12-29 03:00:00,Friday,0,0,34
울산대공원 남문 주차장,2023-12-29 04:00:00,Friday,0,0,34
울산대공원 남문 주차장,2023-12-29 05:00:00,Friday,0,0,34
울산대공원 남문 주차장,2023-12-29 06:00:00,Friday,0,0,34
울산대공원 남문 주차장,2023-12-29 07:00:00,Friday,3,3,34
울산대공원 남문 주차장,2023-12-29 08:00:00,Friday,9,4,39
울산대공원 남문 주차장,2023-12-29 09:00:00,Friday,28,5,62
울산대공원 남문 주차장,2023-12-29 10:00:00,Friday,27,6,83
울산대공원 남문 주차장,2023-12-29 11:00:00,Friday,25,33,75
울산대공원 남문 주차장,2023-12-29 12:00:00,Friday,45,29,91
울산대공원 남문 주차장,2023-12-29 13:00:00,Friday,54,24,121
울산대공원 남문 주차장,2023-12-29 14:00:00,Friday,33,31,123
울산대공원 남문 주차장,2023-12-29 15:00:00,Friday,27,54,96
울산대공원 남문 주차장,2023-12-29 16:00:00,Friday,18,52,62
울산대공원 남문 주차장,2023-12-29 17:00:00,Friday,12,28,46
울산대공원 남문 주차장,2023-12-29 18:00:00,Friday,4,14,36
울산대공원 남문 주차장,2023-12-29 19:00:00,Friday,7,6,37
울산대공원 남문 주차장,2023-12-29 20:00:00,Friday,3,3,37
울산대공원 남문 주차장,2023-12-29 21:00:00,Friday,4,3,38
울산대공원 남문 주차장,2023-12-29 22:00:00,Friday,5,8,35
울산대공원 남문 주차장,2023-12-29 23:00:00,Friday,1,2,34
울산대공원 남문 주차장,2023-12-30 00:00:00,Saturday,0,1,33
울산대공원 남문 주차장,2023-12-30 01:00:00,Saturday,0,0,33
울산대공원 남문 주차장,2023-12-30 02:00:00,Saturday,0,0,33
울산대공원 남문 주차장,2023-12-30 03:00:00,Saturday,0,0,33
울산대공원 남문 주차장,2023-12-30 04:00:00,Saturday,0,0,33
울산대공원 남문 주차장,2023-12-30 05:00:00,Saturday,0,0,33
울산대공원 남문 주차장,2023-12-30 06:00:00,Saturday,0,0,33
울산대공원 남문 주차장,2023-12-30 07:00:00,Saturday,1,0,34
울산대공원 남문 주차장,2023-12-30 08:00:00,Saturday,7,2,39
울산대공원 남문 주차장,2023-12-30 09:00:00,Saturday,33,1,71
울산대공원 남문 주차장,2023-12-30 10:00:00,Saturday,35,13,93
울산대공원 남문 주차장,2023-12-30 11:00:00,Saturday,52,39,106
울산대공원 남문 주차장,2023-12-30 12:00:00,Saturday,70,36,140
울산대공원 남문 주차장,2023-12-30 13:00:00,Saturday,116,40,216
울산대공원 남문 주차장,2023-12-30 14:00:00,Saturday,97,71,242
울산대공원 남문 주차장,2023-12-30 15:00:00,Saturday,85,104,223
울산대공원 남문 주차장,2023-12-30 16:00:00,Saturday,34,130,127
울산대공원 남문 주차장,2023-12-30 17:00:00,Saturday,7,84,50
울산대공원 남문 주차장,2023-12-30 18:00:00,Saturday,7,21,36
울산대공원 남문 주차장,2023-12-30 19:00:00,Saturday,2,3,35
울산대공원 남문 주차장,2023-12-30 20:00:00,Saturday,2,2,35
울산대공원 남문 주차장,2023-12-30 21:00:00,Saturday,0,2,33
울산대공원 남문 주차장,2023-12-30 22:00:00,Saturday,0,0,33
울산대공원 남문 주차장,2023-12-30 23:00:00,Saturday,0,0,33
울산대공원 남문 주차장,2023-12-31 00:00:00,Sunday,1,0,34
울산대공원 남문 주차장,2023-12-31 01:00:00,Sunday,0,1,33
울산대공원 남문 주차장,2023-12-31 02:00:00,Sunday,0,0,33
울산대공원 남문 주차장,2023-12-31 03:00:00,Sunday,0,0,33
울산대공원 남문 주차장,2023-12-31 04:00:00,Sunday,0,0,33
울산대공원 남문 주차장,2023-12-31 05:00:00,Sunday,0,0,33
울산대공원 남문 주차장,2023-12-31 06:00:00,Sunday,0,0,33
울산대공원 남문 주차장,2023-12-31 07:00:00,Sunday,2,0,35
울산대공원 남문 주차장,2023-12-31 08:00:00,Sunday,10,5,40
울산대공원 남문 주차장,2023-12-31 09:00:00,Sunday,33,8,65
울산대공원 남문 주차장,2023-12-31 10:00:00,Sunday,35,2,98
울산대공원 남문 주차장,2023-12-31 11:00:00,Sunday,58,49,107
울산대공원 남문 주차장,2023-12-31 12:00:00,Sunday,84,46,145
울산대공원 남문 주차장,2023-12-31 13:00:00,Sunday,106,51,200
울산대공원 남문 주차장,2023-12-31 14:00:00,Sunday,95,81,214
울산대공원 남문 주차장,2023-12-31 15:00:00,Sunday,87,92,209
울산대공원 남문 주차장,2023-12-31 16:00:00,Sunday,47,129,127
울산대공원 남문 주차장,2023-12-31 17:00:00,Sunday,22,104,45
울산대공원 남문 주차장,2023-12-31 18:00:00,Sunday,6,15,36
울산대공원 남문 주차장,2023-12-31 19:00:00,Sunday,12,9,39
울산대공원 남문 주차장,2023-12-31 20:00:00,Sunday,9,8,40
울산대공원 남문 주차장,2023-12-31 21:00:00,Sunday,9,5,44
울산대공원 남문 주차장,2023-12-31 22:00:00,Sunday,15,8,51
울산대공원 남문 주차장,2023-12-31 23:00:00,Sunday,3,7,47
울산대공원 남문 주차장,2024-01-01 00:00:00,Monday,1,12,36
울산대공원 남문 주차장,2024-01-01 01:00:00,Monday,1,3,34
울산대공원 남문 주차장,2024-01-01 02:00:00,Monday,0,1,33
울산대공원 남문 주차장,2024-01-01 03:00:00,Monday,0,0,33
울산대공원 남문 주차장,2024-01-01 04:00:00,Monday,1,1,33
울산대공원 남문 주차장,2024-01-01 05:00:00,Monday,0,0,33
울산대공원 남문 주차장,2024-01-01 06:00:00,Monday,0,0,33
울산대공원 남문 주차장,2024-01-01 07:00:00,Monday,1,0,34
울산대공원 남문 주차장,2024-01-01 08:00:00,Monday,2,2,34
울산대공원 남문 주차장,2024-01-01 09:00:00,Monday,6,3,37
울산대공원 남문 주차장,2024-01-01 10:00:00,Monday,20,10,47
울산대공원 남문 주차장,2024-01-01 11:00:00,Monday,29,16,60
울산대공원 남문 주차장,2024-01-01 12:00:00,Monday,68,32,96
울산대공원 남문 주차장,2024-01-01 13:00:00,Monday,85,61,120
울산대공원 남문 주차장,2024-01-01 14:00:00,Monday,71,77,114
울산대공원 남문 주차장,2024-01-01 15:00:00,Monday,62,67,109
울산대공원 남문 주차장,2024-01-01 16:00:00,Monday,22,62,69
울산대공원 남문 주차장,2024-01-01 17:00:00,Monday,15,43,41
울산대공원 남문 주차장,2024-01-01 18:00:00,Monday,6,10,37
울산대공원 남문 주차장,2024-01-01 19:00:00,Monday,11,7,41
울산대공원 남문 주차장,2024-01-01 20:00:00,Monday,3,9,35
울산대공원 남문 주차장,2024-01-01 21:00:00,Monday,4,5,34
울산대공원 남문 주차장,2024-01-01 22:00:00,Monday,0,0,34
울산대공원 남문 주차장,2024-01-01 23:00:00,Monday,0,0,34
울산대공원 남문 주차장,2024-01-02 00:00:00,Tuesday,1,2,33
울산대공원 남문 주차장,2024-01-02 01:00:00,Tuesday,0,0,33
울산대공원 남문 주차장,2024-01-02 02:00:00,Tuesday,1,1,33
울산대공원 남문 주차장,2024-01-02 03:00:00,Tuesday,0,0,33
울산대공원 남문 주차장,2024-01-02 04:00:00,Tuesday,0,0,33
울산대공원 남문 주차장,2024-01-02 05:00:00,Tuesday,2,2,33
울산대공원 남문 주차장,2024-01-02 06:00:00,Tuesday,2,2,33
울산대공원 남문 주차장,2024-01-02 07:00:00,Tuesday,4,1,36
울산대공원 남문 주차장,2024-01-02 08:00:00,Tuesday,7,4,39
울산대공원 남문 주차장,2024-01-02 09:00:00,Tuesday,25,7,57
울산대공원 남문 주차장,2024-01-02 10:00:00,Tuesday,15,4,68
울산대공원 남문 주차장,2024-01-02 11:00:00,Tuesday,28,29,67
울산대공원 남문 주차장,2024-01-02 12:00:00,Tuesday,42,14,95
울산대공원 남문 주차장,2024-01-02 13:00:00,Tuesday,36,20,111
울산대공원 남문 주차장,2024-01-02 14:00:00,Tuesday,59,25,145
울산대공원 남문 주차장,2024-01-02 15:00:00,Tuesday,31,70,106
울산대공원 남문 주차장,2024-01-02 16:00:00,Tuesday,14,55,65
울산대공원 남문 주차장,2024-01-02 17:00:00,Tuesday,7,35,37
울산대공원 남문 주차장,2024-01-02 18:00:00,Tuesday,6,7,36
울산대공원 남문 주차장,2024-01-02 19:00:00,Tuesday,5,4,37
울산대공원 남문 주차장,2024-01-02 20:00:00,Tuesday,5,6,36
울산대공원 남문 주차장,2024-01-02 21:00:00,Tuesday,1,3,34
울산대공원 남문 주차장,2024-01-02 22:00:00,Tuesday,1,3,32
울산대공원 남문 주차장,2024-01-02 23:00:00,Tuesday,0,0,32
울산대공원 남문 주차장,2024-01-03 00:00:00,Wednesday,1,1,32
울산대공원 남문 주차장,2024-01-03 01:00:00,Wednesday,0,0,32
울산대공원 남문 주차장,2024-01-03 02:00:00,Wednesday,0,0,32
울산대공원 남문 주차장,2024-01-03 03:00:00,Wednesday,0,0,32
울산대공원 남문 주차장,2024-01-03 04:00:00,Wednesday,0,0,32
울산대공원 남문 주차장,2024-01-03 05:00:00,Wednesday,0,0,32
울산대공원 남문 주차장,2024-01-03 06:00:00,Wednesday,3,1,34
울산대공원 남문 주차장,2024-01-03 07:00:00,Wednesday,2,3,33
울산대공원 남문 주차장,2024-01-03 08:00:00,Wednesday,7,4,36
울산대공원 남문 주차장,2024-01-03 09:00:00,Wednesday,8,1,43
울산대공원 남문 주차장,2024-01-03 10:00:00,Wednesday,12,2,53
울산대공원 남문 주차장,2024-01-03 11:00:00,Wednesday,21,12,62
울산대공원 남문 주차장,2024-01-03 12:00:00,Wednesday,36,14,84
울산대공원 남문 주차장,2024-01-03 13:00:00,Wednesday,32,22,94
울산대공원 남문 주차장,2024-01-03 14:00:00,Wednesday,22,33,83
울산대공원 남문 주차장,2024-01-03 15:00:00,Wednesday,23,25,81
울산대공원 남문 주차장,2024-01-03 16:00:00,Wednesday,11,35,57
울산대공원 남문 주차장,2024-01-03 17:00:00,Wednesday,8,24,41
울산대공원 남문 주차장,2024-01-03 18:00:00,Wednesday,5,7,39
울산대공원 남문 주차장,2024-01-03 19:00:00,Wednesday,6,6,39
울산대공원 남문 주차장,2024-01-03 20:00:00,Wednesday,3,5,37
울산대공원 남문 주차장,2024-01-03 21:00:00,Wednesday,2,3,36
울산대공원 남문 주차장,2024-01-03 22:00:00,Wednesday,1,4,33
울산대공원 남문 주차장,2024-01-03 23:00:00,Wednesday,0,0,33
울산대공원 남문 주차장,2024-01-04 00:00:00,Thursday,0,1,32
울산대공원 남문 주차장,2024-01-04 01:00:00,Thursday,1,1,32
울산대공원 남문 주차장,2024-01-04 02:00:00,Thursday,0,0,32
울산대공원 남문 주차장,2024-01-04 03:00:00,Thursday,0,0,32
울산대공원 남문 주차장,2024-01-04 04:00:00,Thursday,0,0,32
울산대공원 남문 주차장,2024-01-04 05:00:00,Thursday,1,1,32
울산대공원 남문 주차장,2024-01-04 06:00:00,Thursday,1,1,32
울산대공원 남문 주차장,2024-01-04 07:00:00,Thursday,2,1,33
울산대공원 남문 주차장,2024-01-04 08:00:00,Thursday,7,3,37
울산대공원 남문 주차장,2024-01-04 09:00:00,Thursday,29,8,58
울산대공원 남문 주차장,2024-01-04 10:00:00,Thursday,16,10,64
울산대공원 남문 주차장,2024-01-04 11:00:00,Thursday,25,23,66
울산대공원 남문 주차장,2024-01-04 12:00:00,Thursday,20,19,67
울산대공원 남문 주차장,2024-01-04 13:00:00,Thursday,39,16,90
울산대공원 남문 주차장,2024-01-04 14:00:00,Thursday,38,33,95
울산대공원 남문 주차장,2024-01-04 15:00:00,Thursday,30,34,91
울산대공원 남문 주차장,2024-01-04 16:00:00,Thursday,14,41,64
울산대공원 남문 주차장,2024-01-04 17:00:00,Thursday,8,33,39
울산대공원 남문 주차장,2024-01-04 18:00:00,Thursday,5,10,34
울산대공원 남문 주차장,2024-01-04 19:00:00,Thursday,6,3,37
울산대공원 남문 주차장,2024-01-04 20:00:00,Thursday,5,5,37
울산대공원 남문 주차장,2024-01-04 21:00:00,Thursday,1,2,36
울산대공원 남문 주차장,2024-01-04 22:00:00,Thursday,0,3,33
울산대공원 남문 주차장,2024-01-04 23:00:00,Thursday,0,1,32
울산대공원 남문 주차장,2024-01-05 00:00:00,Friday,0,0,32
울산대공원 남문 주차장,2024-01-05 01:00:00,Friday,0,0,32
울산대공원 남문 주차장,2024-01-05 02:00:00,Friday,0,0,32
울산대공원 남문 주차장,2024-01-05 03:00:00,Friday,0,0,32
울산대공원 남문 주차장,2024-01-05 04:00:00,Friday,0,0,32
울산대공원 남문 주차장,2024-01-05 05:00:00,Friday,0,0,32
울산대공원 남문 주차장,2024-01-05 06:00:00,Friday,0,0,32
울산대공원 남문 주차장,2024-01-05 07:00:00,Friday,4,2,34
울산대공원 남문 주차장,2024-01-05 08:00:00,Friday,14,6,42
울산대공원 남문 주차장,2024-01-05 09:00:00,Friday,27,7,62
울산대공원 남문 주차장,2024-01-05 10:00:00,Friday,23,14,71
울산대공원 남문 주차장,2024-01-05 11:00:00,Friday,27,25,73
울산대공원 남문 주차장,2024-01-05 12:00:00,Friday,27,21,79
울산대공원 남문 주차장,2024-01-05 13:00:00,Friday,46,22,103
울산대공원 남문 주차장,2024-01-05 14:00:00,Friday,22,19,106
울산대공원 남문 주차장,2024-01-05 15:00:00,Friday,25,45,86
울산대공원 남문 주차장,2024-01-05 16:00:00,Friday,20,43,63
울산대공원 남문 주차장,2024-01-05 17:00:00,Friday,2,27,38
울산대공원 남문 주차장,2024-01-05 18:00:00,Friday,2,6,34
울산대공원 남문 주차장,2024-01-05 19:00:00,Friday,2,2,34
울산대공원 남문 주차장,2024-01-05 20:00:00,Friday,7,3,38
울산대공원 남문 주차장,2024-01-05 21:00:00,Friday,4,4,38
울산대공원 남문 주차장,2024-01-05 22:00:00,Friday,7,10,35
울산대공원 남문 주차장,2024-01-05 23:00:00,Friday,6,8,33
울산대공원 남문 주차장,2024-01-06 00:00:00,Saturday,0,1,32
울산대공원 남문 주차장,2024-01-06 01:00:00,Saturday,1,1,32
울산대공원 남문 주차장,2024-01-06 02:00:00,Saturday,0,0,32
울산대공원 남문 주차장,2024-01-06 03:00:00,Saturday,0,0,32
울산대공원 남문 주차장,2024-01-06 04:00:00,Saturday,0,0,32
울산대공원 남문 주차장,2024-01-06 05:00:00,Saturday,0,0,32
울산대공원 남문 주차장,2024-01-06 06:00:00,Saturday,0,0,32
울산대공원 남문 주차장,2024-01-06 07:00:00,Saturday,3,1,34
울산대공원 남문 주차장,2024-01-06 08:00:00,Saturday,20,7,47
울산대공원 남문 주차장,2024-01-06 09:00:00,Saturday,42,9,80
울산대공원 남문 주차장,2024-01-06 10:00:00,Saturday,31,8,103
울산대공원 남문 주차장,2024-01-06 11:00:00,Saturday,65,47,121
울산대공원 남문 주차장,2024-01-06 12:00:00,Saturday,72,41,152
울산대공원 남문 주차장,2024-01-06 13:00:00,Saturday,112,56,208
울산대공원 남문 주차장,2024-01-06 14:00:00,Saturday,110,75,243
울산대공원 남문 주차장,2024-01-06 15:00:00,Saturday,85,109,219
울산대공원 남문 주차장,2024-01-06 16:00:00,Saturday,33,134,118
울산대공원 남문 주차장,2024-01-06 17:00:00,Saturday,14,87,45
울산대공원 남문 주차장,2024-01-06 18:00:00,Saturday,10,16,39
울산대공원 남문 주차장,2024-01-06 19:00:00,Saturday,6,8,37
울산대공원 남문 주차장,2024-01-06 20:00:00,Saturday,3,4,36
울산대공원 남문 주차장,2024-01-06 21:00:00,Saturday,1,5,32
울산대공원 남문 주차장,2024-01-06 22:00:00,Saturday,1,0,33
울산대공원 남문 주차장,2024-01-06 23:00:00,Saturday,0,1,32
울산대공원 남문 주차장,2024-01-07 00:00:00,Sunday,0,0,32
울산대공원 남문 주차장,2024-01-07 01:00:00,Sunday,0,0,32
울산대공원 남문 주차장,2024-01-07 02:00:00,Sunday,0,0,32
울산대공원 남문 주차장,2024-01-07 03:00:00,Sunday,0,0,32
울산대공원 남문 주차장,2024-01-07 04:00:00,Sunday,0,0,32
울산대공원 남문 주차장,2024-01-07 05:00:00,Sunday,0,0,32
울산대공원 남문 주차장,2024-01-07 06:00:00,Sunday,1,1,32
울산대공원 남문 주차장,2024-01-07 07:00:00,Sunday,4,1,35
울산대공원 남문 주차장,2024-01-07 08:00:00,Sunday,13,7,41
울산대공원 남문 주차장,2024-01-07 09:00:00,Sunday,36,9,68
울산대공원 남문 주차장,2024-01-07 10:00:00,Sunday,25,8,85
울산대공원 남문 주차장,2024-01-07 11:00:00,Sunday,52,41,96
울산대공원 남문 주차장,2024-01-07 12:00:00,Sunday,58,46,108
울산대공원 남문 주차장,2024-01-07 13:00:00,Sunday,91,40,159
울산대공원 남문 주차장,2024-01-07 14:00:00,Sunday,89,73,175
울산대공원 남문 주차장,2024-01-07 15:00:00,Sunday,67,86,156
울산대공원 남문 주차장,2024-01-07 16:00:00,Sunday,19,81,94
울산대공원 남문 주차장,2024-01-07 17:00:00,Sunday,10,61,43
울산대공원 남문 주차장,2024-01-07 18:00:00,Sunday,9,13,39
울산대공원 남문 주차장,2024-01-07 19:00:00,Sunday,7,6,40
울산대공원 남문 주차장,2024-01-07 20:00:00,Sunday,5,9,36
울산대공원 남문 주차장,2024-01-07 21:00:00,Sunday,2,6,32
울산대공원 남문 주차장,2024-01-07 22:00:00,Sunday,1,0,33
울산대공원 남문 주차장,2024-01-07 23:00:00,Sunday,0,0,33
울산대공원 남문 주차장,2024-01-08 00:00:00,Monday,0,0,33
울산대공원 남문 주차장,2024-01-08 01:00:00,Monday,0,0,33
울산대공원 남문 주차장,2024-01-08 02:00:00,Monday,0,1,32
울산대공원 남문 주차장,2024-01-08 03:00:00,Monday,0,0,32
울산대공원 남문 주차장,2024-01-08 04:00:00,Monday,1,0,33
울산대공원 남문 주차장,2024-01-08 05:00:00,Monday,0,0,33
울산대공원 남문 주차장,2024-01-08 06:00:00,Monday,3,2,34
울산대공원 남문 주차장,2024-01-08 07:00:00,Monday,2,2,34
울산대공원 남문 주차장,2024-01-08 08:00:00,Monday,4,3,35
울산대공원 남문 주차장,2024-01-08 09:00:00,Monday,5,5,35
울산대공원 남문 주차장,2024-01-08 10:00:00,Monday,3,2,36
울산대공원 남문 주차장,2024-01-08 11:00:00,Monday,4,4,36
울산대공원 남문 주차장,2024-01-08 12:00:00,Monday,5,5,36
울산대공원 남문 주차장,2024-01-08 13:00:00,Monday,9,7,38
울산대공원 남문 주차장,2024-01-08 14:00:00,Monday,8,7,39
울산대공원 남문 주차장,2024-01-08 15:00:00,Monday,16,11,44
울산대공원 남문 주차장,2024-01-08 16:00:00,Monday,4,8,40
울산대공원 남문 주차장,2024-01-08 17:00:00,Monday,1,7,34
울산대공원 남문 주차장,2024-01-08 18:00:00,Monday,3,4,33
울산대공원 남문 주차장,2024-01-08 19:00:00,Monday,5,1,37
울산대공원 남문 주차장,2024-01-08 20:00:00,Monday,4,5,36
울산대공원 남문 주차장,2024-01-08 21:00:00,Monday,4,6,34
울산대공원 남문 주차장,2024-01-08 22:00:00,Monday,0,2,32
울산대공원 남문 주차장,2024-01-08 23:00:00,Monday,0,0,32
울산대공원 남문 주차장,2024-01-09 00:00:00,Tuesday,0,0,32
울산대공원 남문 주차장,2024-01-09 01:00:00,Tuesday,0,0,32
울산대공원 남문 주차장,2024-01-09 02:00:00,Tuesday,0,0,32
울산대공원 남문 주차장,2024-01-09 03:00:00,Tuesday,0,0,32
울산대공원 남문 주차장,2024-01-09 04:00:00,Tuesday,0,0,32
울산대공원 남문 주차장,2024-01-09 05:00:00,Tuesday,0,0,32
울산대공원 남문 주차장,2024-01-09 06:00:00,Tuesday,2,1,33
울산대공원 남문 주차장,2024-01-09 07:00:00,Tuesday,1,1,33
울산대공원 남문 주차장,2024-01-09 08:00:00,Tuesday,9,2,40
울산대공원 남문 주차장,2024-01-09 09:00:00,Tuesday,22,4,58
울산대공원 남문 주차장,2024-01-09 10:00:00,Tuesday,15,10,63
울산대공원 남문 주차장,2024-01-09 11:00:00,Tuesday,14,18,59
울산대공원 남문 주차장,2024-01-09 12:00:00,Tuesday,5,15,49
울산대공원 남문 주차장,2024-01-09 13:00:00,Tuesday,19,5,63
울산대공원 남문 주차장,2024-01-09 14:00:00,Tuesday,22,25,60
울산대공원 남문 주차장,2024-01-09 15:00:00,Tuesday,22,19,63
울산대공원 남문 주차장,2024-01-09 16:00:00,Tuesday,12,24,51
울산대공원 남문 주차장,2024-01-09 17:00:00,Tuesday,2,19,34
울산대공원 남문 주차장,2024-01-09 18:00:00,Tuesday,6,4,36
울산대공원 남문 주차장,2024-01-09 19:00:00,Tuesday,4,1,39
울산대공원 남문 주차장,2024-01-09 20:00:00,Tuesday,4,8,35
울산대공원 남문 주차장,2024-01-09 21:00:00,Tuesday,2,3,34
울산대공원 남문 주차장,2024-01-09 22:00:00,Tuesday,1,3,32
울산대공원 남문 주차장,2024-01-09 23:00:00,Tuesday,0,0,32
울산대공원 남문 주차장,2024-01-10 00:00:00,Wednesday,0,0,32
울산대공원 남문 주차장,2024-01-10 01:00:00,Wednesday,0,0,32
울산대공원 남문 주차장,2024-01-10 02:00:00,Wednesday,1,0,33
울산대공원 남문 주차장,2024-01-10 03:00:00,Wednesday,0,1,32
울산대공원 남문 주차장,2024-01-10 04:00:00,Wednesday,0,0,32
울산대공원 남문 주차장,2024-01-10 05:00:00,Wednesday,0,0,32
울산대공원 남문 주차장,2024-01-10 06:00:00,Wednesday,2,0,34
울산대공원 남문 주차장,2024-01-10 07:00:00,Wednesday,3,4,33
울산대공원 남문 주차장,2024-01-10 08:00:00,Wednesday,5,2,36
울산대공원 남문 주차장,2024-01-10 09:00:00,Wednesday,8,9,35
울산대공원 남문 주차장,2024-01-10 10:00:00,Wednesday,13,8,40
울산대공원 남문 주차장,2024-01-10 11:00:00,Wednesday,12,14,38
울산대공원 남문 주차장,2024-01-10 12:00:00,Wednesday,13,13,38
울산대공원 남문 주차장,2024-01-10 13:00:00,Wednesday,12,4,46
울산대공원 남문 주차장,2024-01-10 14:00:00,Wednesday,18,20,44
울산대공원 남문 주차장,2024-01-10 15:00:00,Wednesday,17,16,45
울산대공원 남문 주차장,2024-01-10 16:00:00,Wednesday,12,8,49
울산대공원 남문 주차장,2024-01-10 17:00:00,Wednesday,3,18,34
울산대공원 남문 주차장,2024-01-10 18:00:00,Wednesday,5,5,34
울산대공원 남문 주차장,2024-01-10 19:00:00,Wednesday,3,2,35
울산대공원 남문 주차장,2024-01-10 20:00:00,Wednesday,3,3,35
울산대공원 남문 주차장,2024-01-10 21:00:00,Wednesday,1,4,32
울산대공원 남문 주차장,2024-01-10 22:00:00,Wednesday,0,0,32
울산대공원 남문 주차장,2024-01-10 23:00:00,Wednesday,0,0,32
울산대공원 남문 주차장,2024-01-11 00:00:00,Thursday,0,0,32
울산대공원 남문 주차장,2024-01-11 01:00:00,Thursday,0,0,32
울산대공원 남문 주차장,2024-01-11 02:00:00,Thursday,0,0,32
울산대공원 남문 주차장,2024-01-11 03:00:00,Thursday,0,0,32
울산대공원 남문 주차장,2024-01-11 04:00:00,Thursday,0,0,32
울산대공원 남문 주차장,2024-01-11 05:00:00,Thursday,1,1,32
울산대공원 남문 주차장,2024-01-11 06:00:00,Thursday,1,0,33
울산대공원 남문 주차장,2024-01-11 07:00:00,Thursday,3,2,34
울산대공원 남문 주차장,2024-01-11 08:00:00,Thursday,15,6,43
울산대공원 남문 주차장,2024-01-11 09:00:00,Thursday,19,10,52
울산대공원 남문 주차장,2024-01-11 10:00:00,Thursday,19,6,65
울산대공원 남문 주차장,2024-01-11 11:00:00,Thursday,27,22,70
울산대공원 남문 주차장,2024-01-11 12:00:00,Thursday,18,17,71
울산대공원 남문 주차장,2024-01-11 13:00:00,Thursday,29,13,87
울산대공원 남문 주차장,2024-01-11 14:00:00,Thursday,28,32,83
울산대공원 남문 주차장,2024-01-11 15:00:00,Thursday,25,36,72
울산대공원 남문 주차장,2024-01-11 16:00:00,Thursday,10,28,54
울산대공원 남문 주차장,2024-01-11 17:00:00,Thursday,6,22,38
울산대공원 남문 주차장,2024-01-11 18:00:00,Thursday,4,7,35
울산대공원 남문 주차장,2024-01-11 19:00:00,Thursday,5,4,36
울산대공원 남문 주차장,2024-01-11 20:00:00,Thursday,3,5,34
울산대공원 남문 주차장,2024-01-11 21:00:00,Thursday,0,1,33
울산대공원 남문 주차장,2024-01-11 22:00:00,Thursday,0,0,33
울산대공원 남문 주차장,2024-01-11 23:00:00,Thursday,0,0,33
울산대공원 남문 주차장,2024-01-12 00:00:00,Friday,0,0,33
울산대공원 남문 주차장,2024-01-12 01:00:00,Friday,0,0,33
울산대공원 남문 주차장,2024-01-12 02:00:00,Friday,1,0,34
울산대공원 남문 주차장,2024-01-12 03:00:00,Friday,0,1,33
울산대공원 남문 주차장,2024-01-12 04:00:00,Friday,0,0,33
울산대공원 남문 주차장,2024-01-12 05:00:00,Friday,0,0,33
울산대공원 남문 주차장,2024-01-12 06:00:00,Friday,1,0,34
울산대공원 남문 주차장,2024-01-12 07:00:00,Friday,3,1,36
울산대공원 남문 주차장,2024-01-12 08:00:00,Friday,11,3,44
울산대공원 남문 주차장,2024-01-12 09:00:00,Friday,26,10,60
울산대공원 남문 주차장,2024-01-12 10:00:00,Friday,23,8,75
울산대공원 남문 주차장,2024-01-12 11:00:00,Friday,10,23,62
울산대공원 남문 주차장,2024-01-12 12:00:00,Friday,10,20,52
울산대공원 남문 주차장,2024-01-12 13:00:00,Friday,27,9,70
울산대공원 남문 주차장,2024-01-12 14:00:00,Friday,20,21,69
울산대공원 남문 주차장,2024-01-12 15:00:00,Friday,27,23,73
울산대공원 남문 주차장,2024-01-12 16:00:00,Friday,14,34,53
울산대공원 남문 주차장,2024-01-12 17:00:00,Friday,7,21,39
울산대공원 남문 주차장,2024-01-12 18:00:00,Friday,9,10,38
울산대공원 남문 주차장,2024-01-12 19:00:00,Friday,5,4,39
